candidate_key,display_name,candidate_type,canonical_entity_id,mention_count,distinct_content_count,distinct_source_count,speaker_count,triage_score,review_priority,signal_types,sample_content_id,sample_snippet,batch_id,source_label
pale of settlement,Pale of Settlement,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,Pale of Settlement.,20260920T071212Z_REBUILD,rebuild_all
pale of settlement it,Pale of Settlement. It,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,Pale of Settlement. It exported it finally exported,20260920T071212Z_REBUILD,rebuild_all
palunteer,Palunteer,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,Andreel itself works closely with Palunteer technologies using AI systems,20260920T071212Z_REBUILD,rebuild_all
paragon,Paragon,named_entity,,1,1,1,0,15,LOW,proper_case,mD_aE7ZCMoo,"services by companies such as NSO, Paragon, and Cellebrite.",20260920T071212Z_REBUILD,rebuild_all
paraguay,Paraguay,named_entity,,1,1,1,0,15,LOW,proper_case,eyItREqSFvA,"and it's like how quickly can we get to Paraguay? And when there are solutions,",20260920T071212Z_REBUILD,rebuild_all
paul we,Paul We,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,OnEOcaUnBg0,these companies have a Paul We call at the Investment Screen,20260920T071212Z_REBUILD,rebuild_all
pentagon amazon and google,Pentagon. Amazon and Google,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,signed a deal with the Pentagon. Amazon and Google partnered with Israel for the,20260920T071212Z_REBUILD,rebuild_all
people s bank of china and,People's Bank of China and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,1q3O8KbUHfU,"On February 6th, 2026, People's Bank of China and other agencies there issued a",20260920T071212Z_REBUILD,rebuild_all
peter mandolen clearly,Peter Mandolen. Clearly,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"Theo through no other than Peter Mandolen. Clearly, this isn't just about",20260920T071212Z_REBUILD,rebuild_all
philippines,Philippines,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,Africa and Latin America and the Philippines because open source got used,20260920T071212Z_REBUILD,rebuild_all
phoenix then,Phoenix. Then,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,9Td1lcX-Cno,Phoenix. Then that was followed by a further,20260920T071212Z_REBUILD,rebuild_all
pirate money pirate money partners,Pirate Money. Pirate Money Partners,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"made by Mr. Kevin Freeman from Pirate Money. Pirate Money Partners with Glint,",20260920T071212Z_REBUILD,rebuild_all
pirate money so,Pirate Money. So,organization,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"has has some kind of company uh Pirate Money. So from Pirate Money, I was able",20260920T071212Z_REBUILD,rebuild_all
poland um and,Poland. Um and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,uh with the dissection of Poland. Um and we are still deeply enmeshed in,20260920T071212Z_REBUILD,rebuild_all
qatar s,Qatar's,named_entity,,1,1,1,0,15,LOW,proper_case,wnz7NM7h9R4,"never made sense to me. It's like, well, Qatar's an ally, why are we doing that?",20260920T071212Z_REBUILD,rebuild_all
quanite,Quanite,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"invested in Anaconda, people invested in Quanite, people invested in my previous",20260920T071212Z_REBUILD,rebuild_all
range rover they,Range Rover. They,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v4d389XfJbA,that rented him the Range Rover. They said the they they they reported,20260920T071212Z_REBUILD,rebuild_all
representative,Representative,named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,But he said Representative,20260920T071212Z_REBUILD,rebuild_all
representative s not,Representative S. Not,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,comprehensive list for Representative S. Not that I thought I would bring this,20260920T071212Z_REBUILD,rebuild_all
right mr global,Right. Mr. Global,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,SkLWbV2A-aI,"wouldn't be happening. So, Right. Mr. Global is shutting down the global",20260920T071212Z_REBUILD,rebuild_all
right right i,Right. Right. I,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MztMjj6LxXk,>> Right. Right. I just looked at the stats on,20260920T071212Z_REBUILD,rebuild_all
right right that s,Right. Right. That's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tXxuSX7iNeM,Right. Right. That's kind of that's kind of where I,20260920T071212Z_REBUILD,rebuild_all
right right they,Right. Right. They,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,87SJi_DDbt4,phone and start screaming. Right. Right. They wake up. Emails,20260920T071212Z_REBUILD,rebuild_all
right right you what,Right. Right. You...what,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,RRPA9FVZ2Ds,Right. Right. You...what you have,20260920T071212Z_REBUILD,rebuild_all
right that s,Right. That's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tdcH4dZ12vQ,>> Right. That's right.,20260920T071212Z_REBUILD,rebuild_all
right yep yeah,Right. Yep. Yeah,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,>> Right. Yep. Yeah. [laughter],20260920T071212Z_REBUILD,rebuild_all
right you,Right. You,government,,1,1,1,0,15,LOW,proper_case,tXxuSX7iNeM,"come out on that one. Right. You know, when when the US government",20260920T071212Z_REBUILD,rebuild_all
road foods well,Road Foods. Well,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"the talks I want to listen to at Road Foods. Well, he just didn't put in any",20260920T071212Z_REBUILD,rebuild_all
rome,Rome,named_entity,,1,1,1,0,15,LOW,proper_case,LCbpnzlLKg8,a huge dichotomy. I live on a street in Rome.,20260920T071212Z_REBUILD,rebuild_all
rome and,Rome. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,LCbpnzlLKg8,Rome. And there are sort of cafes down to I,20260920T071212Z_REBUILD,rebuild_all
ross perot,Ross Perot,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,j4rItIYZV_o,people forget that a guy named Ross Perot,20260920T071212Z_REBUILD,rebuild_all
round table it,Round Table. It,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,It set up what was called the Round Table. It was run by Lord Alfred Milner.,20260920T071212Z_REBUILD,rebuild_all
royal institute of international affairs,Royal Institute of International Affairs,organization,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,"Royal Institute of International Affairs, the Council on Foreign",20260920T071212Z_REBUILD,rebuild_all
rushmore you re,Rushmore. You're,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"only paying for parking at Rushmore. You're not paying for admission. So,",20260920T071212Z_REBUILD,rebuild_all
said craig holman,Said Craig Holman,government,,1,1,1,0,15,LOW,proper_case,INWRgXjwPXk,"substantial bets on it."" Said Craig Holman, a government affairs lobbyist",20260920T071212Z_REBUILD,rebuild_all
san francisco do,San Francisco. Do,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,New York or Visa headquartered in San Francisco. Do we as South Dotans really,20260920T071212Z_REBUILD,rebuild_all
sanford health their,Sanford Health. Their,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,Dakota. They're owned by Sanford Health. Their revenue was 9.8 billion and income,20260920T071212Z_REBUILD,rebuild_all
sanford pentagon admissions they re,Sanford Pentagon Admissions. They're,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"The next one, Sanford Pentagon Admissions. They're not a small",20260920T071212Z_REBUILD,rebuild_all
sanford premier center concessions,Sanford Premier Center Concessions,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,Sanford Premier Center Concessions.,20260920T071212Z_REBUILD,rebuild_all
sanford premier center concessions they re,Sanford Premier Center Concessions. They're,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,Sanford Premier Center Concessions. They're not a small business. They're,20260920T071212Z_REBUILD,rebuild_all
scandinavian,Scandinavian,named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"something, it was a mistake, the Scandinavian central banks, it's a",20260920T071212Z_REBUILD,rebuild_all
scotland and wales and,Scotland and Wales and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,37qD1Jj3NOc,there are first ministers in Scotland and Wales and in the north of Ireland,20260920T071212Z_REBUILD,rebuild_all
secretary besant,Secretary Besant,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,WGn_E_9ZS2Q,it would be this one for Secretary Besant.,20260920T071212Z_REBUILD,rebuild_all
secretary of defense,Secretary of Defense,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,aQYwmh0gCQo,in the dining room for the Secretary of Defense at the Pentagon getting a,20260920T071212Z_REBUILD,rebuild_all
selective service but,Selective Service. But,product,,1,1,1,0,15,LOW,proper_case,es1SX2TSqz8,"with the Selective Service. But under a proposed rule, men aged 18",20260920T071212Z_REBUILD,rebuild_all
she s,She's,named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"digital purchases. So, if she buys her She's off at college now, so she buys",20260920T071212Z_REBUILD,rebuild_all
silicon valley just,Silicon Valley. Just,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,You don't have to fight with Silicon Valley. Just don't use them. Walk away.,20260920T071212Z_REBUILD,rebuild_all
silverstar car wash they re,Silverstar Car Wash. They're,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"The next one, Silverstar Car Wash. They're not a small business. They're",20260920T071212Z_REBUILD,rebuild_all
since the,Since the,organization,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"Revolutionary Guard Corp stated, ""Since the main element in designing and",20260920T071212Z_REBUILD,rebuild_all
sou falls and brandon and,Sou Falls and Brandon and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,edge of town between Sou Falls and Brandon and we're going to annex it and,20260920T071212Z_REBUILD,rebuild_all
sou falls city council so the,Sou Falls City Council. So the,organization,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,Brandon have no voice in the Sou Falls City Council. So the resident the homes,20260920T071212Z_REBUILD,rebuild_all
sou falls a,Sou Falls. A,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"the use of more flock cameras in Sou Falls. A lot of people at the talk, by",20260920T071212Z_REBUILD,rebuild_all
sou falls but,Sou Falls. But,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"community are in Brandon, not in Sou Falls. But us moms, cell phone tower",20260920T071212Z_REBUILD,rebuild_all
sou falls turns,Sou Falls. Turns,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,I showed them the flock cameras in Sou Falls. Turns out all of our current,20260920T071212Z_REBUILD,rebuild_all
south dakota denny sanford premier center,South Dakota. Denny Sanford Premier Center,named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,not based in South Dakota. Denny Sanford Premier Center Concessions is operated,20260920T071212Z_REBUILD,rebuild_all
soviet union,Soviet Union,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tK4hyAbE3rw,"keep its culture alive during the Soviet Union period. You know, they came out of",20260920T071212Z_REBUILD,rebuild_all
stalin and,Stalin. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,tK4hyAbE3rw,Hitler and then went right into Stalin. And they managed to keep their culture,20260920T071212Z_REBUILD,rebuild_all
states,States,named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,"but I'm in Pennsylvania. I'm in the States now. I will say this, I just",20260920T071212Z_REBUILD,rebuild_all
stefan cardinal wyszynski,Stefan Cardinal Wyszynski,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,RRdQPuFQCik,">> And you've got you've got Stefan Cardinal Wyszynski, Cardinal Archbishop",20260920T071212Z_REBUILD,rebuild_all
stephen zarlenga,Stephen Zarlenga,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,j4rItIYZV_o,giant here by the name of Stephen Zarlenga.,20260920T071212Z_REBUILD,rebuild_all
stop,Stop,named_entity,,1,1,1,0,15,LOW,proper_case,WCezIGm3Cp4,like Stop poisoning people. They'll be fine.,20260920T071212Z_REBUILD,rebuild_all
strait,Strait,named_entity,,1,1,1,0,15,LOW,proper_case,9Td1lcX-Cno,point. Everyone understands that the Strait,20260920T071212Z_REBUILD,rebuild_all
strait of hormuz,Strait of Hormuz,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,9Td1lcX-Cno,"Strait of Hormuz,",20260920T071212Z_REBUILD,rebuild_all
straits of mala do,Straits of Mala. Do,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,with Indonesia on the Straits of Mala. Do you think that the US is going to try,20260920T071212Z_REBUILD,rebuild_all
street and,Street and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,p0jPh9KrCgc,Street and,20260920T071212Z_REBUILD,rebuild_all
street and and,Street and and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,p0jPh9KrCgc,"Street and and unfortunately, what you and I both",20260920T071212Z_REBUILD,rebuild_all
sun we ll,Sun. We'll,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,oc8B5AqvkUE,okay the Earth goes around the Sun. We'll we'll we'll agree to that part of,20260920T071212Z_REBUILD,rebuild_all
sunday,Sunday,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,"started to happen when the priest one Sunday said, you know, announced to",20260920T071212Z_REBUILD,rebuild_all
swift western,Swift Western,product,,1,1,1,0,15,LOW,proper_case,MaTz-usR3uo,"Russian payment system and the Swift Western system,",20260920T071212Z_REBUILD,rebuild_all
switch and,Switch. And,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,ilzuEH2Enr4,Switch. And he goes back 200 years and and goes,20260920T071212Z_REBUILD,rebuild_all
table,Table,named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,Table. It was run by Lord Alfred Milner. And the Round Table worked behind the,20260920T071212Z_REBUILD,rebuild_all
tavistock,Tavistock,named_entity,,1,1,1,0,15,LOW,proper_case,eoeftpuyQXw,"And when we look at things like Tavistock, social engineering, the",20260920T071212Z_REBUILD,rebuild_all
telecommunications officers and,Telecommunications Officers and,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,87SJi_DDbt4,Telecommunications Officers and,20260920T071212Z_REBUILD,rebuild_all
telecommunications officers and advisors,Telecommunications Officers and Advisors,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,87SJi_DDbt4,Telecommunications Officers and Advisors.,20260920T071212Z_REBUILD,rebuild_all
tennessee you,Tennessee. You,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,p0jPh9KrCgc,"in Tennessee. You know, but if you look at who owns",20260920T071212Z_REBUILD,rebuild_all
texas so i,Texas. So I,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,">> There's a lot of So, I was in Texas. So I think there's a finding these enclaves",20260920T071212Z_REBUILD,rebuild_all
thanksgiving so,Thanksgiving. So,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"signatures. It was around Thanksgiving. So, not only was it cold in South",20260920T071212Z_REBUILD,rebuild_all
that s south dakota but,That's South Dakota. But,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,because of weather. That's South Dakota. But my plan is still for next year to uh,20260920T071212Z_REBUILD,rebuild_all
theo,Theo,named_entity,,1,1,1,0,15,LOW,proper_case,mq7GSzwaGBw,after Kier Starmer was introduced to Theo through no other than Peter,20260920T071212Z_REBUILD,rebuild_all
there s,There's,named_entity,,1,1,1,0,15,LOW,proper_case,vR-o6IGspmU,"use in the movie Utopia. The light There's cameras in every room, whether",20260920T071212Z_REBUILD,rebuild_all
they ll they,They'll They,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,p0jPh9KrCgc,bad way to say it. They'll They will maneuver around in these,20260920T071212Z_REBUILD,rebuild_all
times,Times,named_entity,,1,1,1,0,15,LOW,proper_case,6Mg0q_IyWgY,Street Journal and the New York Times.,20260920T071212Z_REBUILD,rebuild_all
times i m i m,Times. I'm I'm,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,6Mg0q_IyWgY,Street Journal and the New York Times. I'm I'm on their feeds about the Hunter,20260920T071212Z_REBUILD,rebuild_all
treasury secretary bessent,Treasury Secretary Bessent,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,restrictions that Treasury Secretary Bessent had imposed sanctioning if you,20260920T071212Z_REBUILD,rebuild_all
trotskyism,Trotskyism,named_entity,,1,1,1,0,15,LOW,proper_case,ChdoKKB48CU,um if you like uh revolutionary Trotskyism to America that ultimately,20260920T071212Z_REBUILD,rebuild_all
trump uh,Trump. Uh,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,v5Hdh0OeemA,matter for the polls or Trump. Uh,20260920T071212Z_REBUILD,rebuild_all
turtle forth and i,Turtle Forth. And I,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,DS3LfI1HbjI,commentary it's Larry called Turtle Forth. And I tell the story when things,20260920T071212Z_REBUILD,rebuild_all
tv it s,TV. It's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,r7POfIOIJd8,what's displayed on your TV. It's going to send that back to the,20260920T071212Z_REBUILD,rebuild_all
tv they,TV. They,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,r7POfIOIJd8,being shared with the maker of the TV. They analyze that to find out what are,20260920T071212Z_REBUILD,rebuild_all
uae and saudi arabia and pakistan,UAE and Saudi Arabia and Pakistan,named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,there is a major split between the UAE and Saudi Arabia and Pakistan and Gata,20260920T071212Z_REBUILD,rebuild_all
uae it s,UAE. It's,person_or_named_entity,,1,1,1,0,15,LOW,proper_case,MGnJEb4sXwM,outside it. It's actually in the UAE. It's a funny little extra part of the,20260920T071212Z_REBUILD,rebuild_all
